# 
# 04/20/2021 23:21:34
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P212 - D09 [kg m^-3],P213 - D10 [kg m^-3],P214 - D11 [kg m^-3],P215 - D12 [kg m^-3],P216 - D13 [kg m^-3],P217 - D14 [kg m^-3],P218 - D15 [kg m^-3],P219 - P01 [Pa],P220 - P02 [Pa],P221 - P03 [Pa],P222 - P04 [Pa],P223 - P05 [Pa],P224 - P06 [Pa],P225 - P07 [Pa],P226 - P08 [Pa],P227 - P09 [Pa],P228 - P11 [Pa],P229 - P10 [Pa],P230 - P12 [Pa],P231 - P13 [Pa],P232 - P14 [Pa],P233 - P15 [Pa],P234 - TC01 [K],P235 - TC02 [K],P236 - TC03 [K],P237 - TC04 [K],P238 - TC05 [K],P239 - TC06 [K],P240 - TC07 [K],P241 - TC09 [K],P242 - TC08 [K],P243 - TC10 [K],P244 - TC11 [K],P245 - TC12 [K],P246 - TC13 [K],P247 - TC14 [K],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P256 - TF09 [K],P257 - TF10 [K],P258 - TF11 [K],P259 - TF12 [K],P260 - TF13 [K],P261 - TF14 [K],P262 - TF15 [K],P263 - V02 [m s^-1],P264 - V01 [m s^-1],P265 - V03 [m s^-1],P266 - V04 [m s^-1],P267 - V05 [m s^-1],P268 - V06 [m s^-1],P269 - V07 [m s^-1],P270 - V08 [m s^-1],P271 - V09 [m s^-1],P272 - V10 [m s^-1],P273 - V11 [m s^-1],P274 - V13 [m s^-1],P275 - V12 [m s^-1],P276 - V14 [m s^-1],P277 - V15 [m s^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P259,P260,P261,P262,P263,P264,P265,P266,P267,P268,P269,P270,P271,P272,P273,P274,P275,P276,P277
DP 593,0.6,-50,30,28.387999999999998,1.6120000000000019,185.30079999999998,185.30079999999998,1083.8535902855992,26.776,42.8416,3,74.2038278775428,14,67.101913938771418,49.8088,42.8416,2,74.2038278775428,13,15,3.6601142049584508E-05,11.25,0.032,50.75,0.03,0.026776,0.015,0.6,110652.28496185613,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,80.4911,71.3054,64.3831,58.4289,51.6415,46.0086,40.8374,35.3241,30.269,20.2441,25.6556,15.4255,10.7862,5.66762,-0.0869746,301.196,304.369,306.51,308.711,311.081,313.145,315.861,320.041,318.071,322.326,324.643,326.26,328.657,330.171,288.314,289.797,291.518,293.271,295.038,297.045,298.997,300.945,303.023,305.103,307.099,309.124,311.13,312.962,314.074,3.83413,4.34523,3.37319,3.14794,3.14257,2.93799,2.8456,2.87733,2.78186,2.73884,2.82115,2.7407,2.75803,2.8016,3.09714
DP 594,0.6,-50,30,28.490000000000002,1.509999999999998,186.484,186.484,1091.7683696558661,26.98,43.168000000000006,3,74.7691692611333,14,67.38458463056665,50.074000000000005,43.168000000000006,2,74.7691692611333,13,15,3.716097744186983E-05,11.25,0.032,50.75,0.03,0.02698,0.015,0.6,108985.29260526942,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,81.3703,71.5167,64.2907,57.8532,51.619,46.3028,41.0003,35.6179,30.2578,20.1694,25.4347,15.4893,10.3109,5.4719,-0.19579,300.897,303.517,306.147,308.696,310.852,313.232,315.421,319.516,317.608,321.658,323.88,325.891,328.231,329.956,288.349,289.749,291.456,293.169,295.004,296.874,298.882,300.779,302.797,304.863,306.911,308.92,310.867,312.799,314.055,3.94496,4.26832,3.46138,3.30499,3.13016,2.96424,2.96135,2.9181,2.95014,2.82821,2.8157,2.83822,2.80679,2.81883,2.96512
DP 595,0.6,-50,30,28.592,1.4080000000000013,187.66719999999998,187.66719999999998,1099.6831490261329,27.184,43.494400000000006,3,75.334510644723778,14,67.6672553223619,50.339200000000005,43.494400000000006,2,75.334510644723778,13,15,3.7725061901050992E-05,11.25,0.032,50.75,0.03,0.027184000000000003,0.015,0.6,107355.68865659488,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,82.6913,73.9744,66.9466,60.847,54.2365,48.4759,42.5972,36.9541,31.579,21.0916,26.1101,16.1135,11.1071,5.82164,0.111708,300.926,302.807,305.714,307.321,309.953,312.537,314.428,318.989,316.219,320.497,322.392,324.337,327.19,328.314,288.23,289.776,291.353,293.083,294.772,296.642,298.581,300.498,302.52,304.465,306.363,308.25,310.067,312.049,313.07,3.85017,4.26587,3.40675,3.22766,3.18994,2.99967,2.87711,2.90491,2.8403,2.8742,2.8342,2.78804,2.90257,2.83347,3.04186
DP 596,0.6,-50,30,28.694000000000003,1.3059999999999974,188.85040000000004,188.85040000000004,1107.5979283963995,27.388,43.820800000000006,3,75.899852028314257,14,67.949926014157143,50.604400000000005,43.820800000000006,2,75.899852028314257,13,15,3.8293395427127993E-05,11.25,0.032,50.75,0.03,0.027388000000000003,0.015,0.6,105762.36332208032,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,80.7566,72.2098,65.5379,58.9549,52.7978,46.8882,41.6887,35.995,31.2467,21.0314,26.0684,16.0477,10.9222,5.58381,-0.228202,300.838,303.826,306.087,308.299,310.592,312.973,315.516,319.501,317.264,321.403,323.555,325.313,327.611,329.616,288.325,289.688,291.24,293.155,294.817,296.741,298.641,300.665,302.627,304.701,306.595,308.61,310.563,312.445,313.521,3.7582,4.32673,3.46095,3.24505,3.1243,2.97375,2.89866,2.93083,2.77385,2.83775,2.81773,2.78333,2.8236,2.79047,3.03111
DP 597,0.6,-50,30,28.796,1.2040000000000006,190.03359999999998,190.03359999999998,1115.5127077666664,27.592,44.1472,3,76.465193411904735,14,68.232596705952375,50.8696,44.1472,2,76.465193411904735,13,15,3.8865978020100814E-05,11.25,0.032,50.75,0.03,0.027592,0.015,0.6,104204.24768174905,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,79.6108,71.6826,64.4144,58.004,52.3314,46.441,40.931399999999996,35.8081,30.6215,20.6376,25.4667,15.6312,10.7966,5.48178,-0.098758,300.975,303.414,305.849,308.291,310.647,312.606,315.012,319.458,317.225,321.438,323.704,325.66,327.338,329.638,288.315,289.699,291.317,293.078,294.831,296.751,298.647,300.74,302.652,304.626,306.529,308.561,310.555,312.452,313.555,3.66183,4.27409,3.52139,3.27839,3.06467,2.94173,2.92076,2.78351,2.77139,2.84993,2.78605,2.82577,2.78309,2.82712,3.04455
DP 598,0.6,-50,30,28.898,1.1020000000000003,191.2168,191.21679999999998,1123.4274871369332,27.796,44.473600000000005,3,77.030534795495228,14,68.5152673977476,51.1348,44.473600000000005,2,77.030534795495228,13,15,3.9442809679969474E-05,11.25,0.032,50.75,0.03,0.027796,0.015,0.6,102680.31189615633,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,79.083,71.0982,64.0023,57.3414,51.7337,46.0729,40.643,35.375,30.4365,20.4363,25.3716,15.7294,10.8042,5.66978,-0.115013,301.238,303.519,306.206,308.479,310.737,312.347,314.696,319.04,316.865,321.475,323.482,325.329,326.96,329.403,288.314,289.729,291.453,293.157,294.873,296.729,298.551,300.589,302.501,304.54,306.459,308.496,310.28,312.318,313.108,3.6056,4.23446,3.30858,3.26092,3.06431,3.00019,2.94092,2.78282,2.75124,2.81654,2.83225,2.86706,2.81361,2.82448,3.14536
DP 599,0.6,-50,30,29,1,192.4,192.39999999999998,1131.3422665071998,28,44.800000000000004,3,77.5958761790857,14,68.797938089542868,51.400000000000006,44.800000000000004,2,77.5958761790857,13,15,4.0023890406733973E-05,11.25,0.032,50.75,0.03,0.028,0.015,0.6,101189.56350426625,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,79.4889,71.5054,64.4273,58.2171,52.0119,46.9557,41.4637,35.733,30.5508,20.1947,25.6461,15.449,10.1528,5.35745,-0.0874228,301.18,303.725,305.764,308.71,310.106,312.517,314.497,318.845,316.645,320.626,322.963,324.68,326.891,329.438,288.271,289.715,291.301,292.985,294.718,296.677,298.51,300.377,302.272,304.204,306.176,308.024,309.846,311.887,313.021,3.6618,4.27641,3.4574,3.20594,3.19968,2.90546,2.86026,2.95226,2.847,2.79589,2.81312,2.85317,2.77083,2.72927,2.90723
DP 600,1.2,-50,30,24,6,166.8,166.8,1005.2489677161855,18,39.6,3,68.589211979727537,14,64.294605989863783,43.8,39.6,2,68.589211979727537,13,15,1.6540485321150259E-05,11.25,0.032,50.75,0.03,0.018000000000000002,0.015,1.2,244853.75860291591,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,56.6605,51.2833,46.1475,41.6186,37.638,33.6219,29.6323,25.859,22.1122,15.1011,18.7189,11.5221,8.25054,4.64089,0.624784,306.306,308.612,310.692,312.652,314.751,316.362,318.276,322.078,320.221,323.96,325.633,327.759,329.11,331.409,288.969,290.291,291.636,293.116,294.712,296.208,297.812,299.425,301.094,302.763,304.434,306.103,307.839,309.509,310.295,3.3142,3.51674,3.19029,3.04922,2.88598,2.81789,2.79407,2.73425,2.70401,2.64481,2.58886,2.5592,2.60366,2.59244,2.77397
DP 601,1.2,-50,30,24.102,5.898,168.3504,168.35039999999998,1016.1317893503025,18.204,40.048800000000007,3,69.366556382164461,14,64.683278191082238,44.126400000000004,40.048800000000007,2,69.366556382164461,13,15,1.6917527521877588E-05,11.25,0.032,50.75,0.03,0.018204,0.015,1.2,239396.68457832138,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,56.1398,50.5454,45.9842,41.3578,37.3512,33.4728,29.4401,25.7931,22.085,15.1553,18.6617,11.6515,8.14141,4.63738,0.629709,306.147,308.134,310.874,312.815,314.999,316.294,318.183,321.809,319.953,324.288,325.807,327.244,328.642,330.89,288.984,290.231,291.659,293.114,294.634,296.211,297.747,299.382,300.995,302.644,304.328,305.972,307.626,309.245,310.154,3.35092,3.49651,3.0902,3.00226,2.86959,2.78826,2.75387,2.70738,2.70493,2.60611,2.59724,2.62372,2.59773,2.57958,2.72382
DP 602,1.2,-50,30,24.204,5.7959999999999994,169.9008,169.9008,1027.0146109844191,18.408,40.497600000000006,3,70.143900784601371,14,65.071950392300693,44.4528,40.497600000000006,2,70.143900784601371,13,15,1.7298818789500739E-05,11.25,0.032,50.75,0.03,0.018408,0.015,1.2,234120.03150516193,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,55.6075,50.4258,45.569,41.0225,36.8678,32.903,29.2835,25.4184,21.5303,14.645,18.122,11.3014,7.805,4.49023,0.462757,306.132,308.677,310.856,312.38,314.664,315.936,317.78,321.304,319.737,323.816,325.029,327.167,328.401,330.767,288.983,290.304,291.647,293.093,294.602,296.149,297.725,299.311,300.868,302.5,304.178,305.785,307.545,309.226,309.905,3.23999,3.4599,3.06563,3.02763,2.88102,2.83546,2.71355,2.69596,2.70916,2.64074,2.58796,2.57832,2.56191,2.54349,2.72205
DP 603,1.2,-50,30,24.305999999999997,5.6940000000000026,171.45119999999997,171.45119999999997,1037.8974326185357,18.612,40.9464,3,70.921245187038267,14,65.460622593519133,44.779199999999996,40.9464,2,70.921245187038267,13,15,1.7684359124019722E-05,11.25,0.032,50.75,0.03,0.018612,0.015,1.2,229015.9327571617,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,55.032,49.6195,45.1931,40.5555,36.3991,32.6746,28.9447,25.2562,21.7938,14.8538,18.4225,11.3265,7.93445,4.54222,0.552001,305.952,308.616,310.974,312.58,314.511,315.93,318.166,321.519,319.568,323.702,325.174,327.345,328.168,330.413,289.002,290.259,291.661,293.067,294.531,296.058,297.561,299.147,300.787,302.442,304.05,305.615,307.34,308.993,309.721,3.28024,3.4289,3.03713,3.01053,2.8894,2.79533,2.7251,2.70206,2.65266,2.59678,2.59601,2.59531,2.60453,2.57308,2.71138
DP 604,1.2,-50,30,24.408,5.5919999999999987,173.0016,173.0016,1048.7802542526526,18.816,41.3952,3,71.698589589475191,14,65.8492947947376,45.1056,41.3952,2,71.698589589475191,13,15,1.8074148525434549E-05,11.25,0.032,50.75,0.03,0.018816,0.015,1.2,224076.9458268368,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,55.2496,49.8984,45.3436,41.0682,36.8793,33.0472,29.4378,25.6819,22.0529,15.0055,18.4768,11.4813,7.95445,4.65764,0.818743,305.921,307.938,310.223,311.859,314.167,316.269,318.004,321.334,319.382,323.397,324.718,326.44,327.825,329.863,289.012,290.238,291.581,293.007,294.472,296.052,297.646,299.197,300.767,302.296,303.946,305.538,307.137,308.854,309.658,3.28113,3.39152,3.10608,2.95267,2.85684,2.77174,2.67663,2.66597,2.65693,2.64652,2.62025,2.62371,2.60125,2.552,2.66106
DP 605,1.2,-50,30,24.509999999999998,5.490000000000002,174.552,174.552,1059.6630758867695,19.02,41.844,3,72.4759339919121,14,66.237966995956057,45.432,41.844,2,72.4759339919121,13,15,1.8468186993745202E-05,11.25,0.032,50.75,0.03,0.01902,0.015,1.2,219296.02517949662,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,54.0963,48.9775,44.5057,40.2966,36.2703,32.6245,28.8623,24.9313,21.4819,14.5822,18.1892,11.326599999999999,7.98553,4.60665,0.677688,305.946,308.266,310.568,311.793,314.404,316.006,317.702,321.169,319.432,323.064,324.864,325.997,328.12,329.389,288.991,290.256,291.629,293.045,294.529,296.064,297.537,299.09,300.68,302.298,303.859,305.467,307.111,308.719,309.477,3.2074,3.37472,3.02858,2.92986,2.80374,2.71082,2.68641,2.68611,2.65016,2.58273,2.59967,2.52075,2.56756,2.49207,2.64858
DP 606,1.2,-50,30,24.612000000000002,5.3879999999999981,176.1024,176.1024,1070.5458975208862,19.224,42.292800000000007,3,73.253278394349024,14,66.626639197174512,45.758400000000009,42.292800000000007,2,73.253278394349024,13,15,1.8866474528951695E-05,11.25,0.032,50.75,0.03,0.019224,0.015,1.2,214666.49711291003,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,53.4493,48.3621,43.9519,40.0207,35.6666,31.979,28.3952,24.8395,21.3071,14.4322,18.0428,11.1693,7.70944,4.4832,0.506204,306.279,308.175,310.174,311.882,314.299,315.73,317.333,320.807,319.315,322.629,324.686,326.147,327.665,329.11,288.981,290.221,291.552,293.018,294.408,295.979,297.516,299.066,300.648,302.237,303.777,305.381,306.991,308.588,309.332,3.2387,3.34771,3.06115,2.90159,2.85717,2.75449,2.65168,2.62756,2.6301,2.56959,2.58267,2.57496,2.5648,2.53042,2.66619
DP 607,1.2,-50,30,24.7145,5.285499999999999,177.66039999999998,177.66039999999998,1081.4820663198759,19.429,42.7438,3,74.034433308562569,14,67.0172166542813,46.0864,42.7438,2,74.034433308562569,13,15,1.9270994815122298E-05,11.25,0.032,50.75,0.03,0.019429,0.015,1.2,210160.40110300333,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,53.1286,48.1663,43.7139,39.6921,35.6195,31.917,28.3044,24.7046,21.1017,14.2211,17.7469,11.1498,7.64003,4.32727,0.69535,306.273,307.976,310.249,312.178,314.55,315.677,317.611,321.1,319.573,322.716,323.696,325.953,327.737,328.919,288.987,290.22,291.557,292.997,294.475,295.986,297.496,299.029,300.532,302.127,303.691,305.287,306.847,308.444,309.26,3.18741,3.32157,3.05719,2.88248,2.79422,2.73876,2.65712,2.6319,2.65561,2.57445,2.59297,2.55306,2.51421,2.56515,2.64503
DP 608,1.2,-50,30,24.816499999999998,5.1835000000000022,179.2108,179.2108,1092.3648879539928,19.633,43.1926,3,74.811777710999479,14,67.40588885549974,46.4128,43.1926,2,74.811777710999479,13,15,1.9677801312879747E-05,11.25,0.032,50.75,0.03,0.019633,0.015,1.2,205815.67704665998,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,52.7271,47.7051,43.6935,39.4097,35.3385,31.708,28.2517,24.7376,21.212,14.4815,17.849,11.0026,7.74414,4.36062,0.657953,305.991,307.974,310.324,311.46,314.07,315.402,317.536,320.702,319.122,322.524,323.81,325.632,327.758,328.669,288.963,290.183,291.539,293.007,294.371,295.915,297.413,298.917,300.479,302.012,303.625,305.167,306.775,308.352,309.103,3.18635,3.28656,2.9849,2.86778,2.77504,2.71026,2.61384,2.62357,2.62884,2.57082,2.55803,2.54267,2.55191,2.55188,2.65484
DP 609,1.2,-50,30,24.9185,5.0814999999999984,180.76119999999997,180.76119999999997,1103.2477095881097,19.837,43.641400000000004,3,75.5891221134364,14,67.794561056718209,46.739200000000004,43.641400000000004,2,75.5891221134364,13,15,2.0088856877533035E-05,11.25,0.032,50.75,0.03,0.019837,0.015,1.2,201604.30355444649,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,52.3479,47.422,43.2565,39.0576,35.0488,31.5109,27.8114,24.4269,21.0376,14.2974,17.7473,10.9026,7.719,4.45439,0.761863,305.478,308.342,309.778,312.068,313.961,315.27,316.829,320.731,318.78,322.745,323.703,325.269,327.55,328.942,288.96,290.165,291.613,292.97,294.364,295.883,297.35,298.892,300.434,301.997,303.513,305.093,306.673,308.234,309.024,3.11927,3.25578,2.95858,2.83782,2.80521,2.70341,2.68395,2.60426,2.59673,2.55165,2.57547,2.5359,2.58282,2.4976,2.62783
DP 610,1.2,-50,30,25.0205,4.9795000000000016,182.3116,182.3116,1114.1305312222264,20.041,44.0902,3,76.366466515873313,14,68.183233257936664,47.0656,44.0902,2,76.366466515873313,13,15,2.0504161509082149E-05,11.25,0.032,50.75,0.03,0.020041,0.015,1.2,197520.87878385498,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,51.975,47.3647,43.0832,39.0541,35.2683,31.4941,28.0597,24.497,21.0943,14.2277,17.6077,11.1376,7.76789,4.33689,0.743114,305.844,308.122,310.365,311.701,313.771,315.653,316.603,320.443,318.851,321.975,323.702,325.146,327.133,328.722,288.966,290.208,291.604,292.991,294.366,295.826,297.36,298.833,300.356,301.894,303.397,304.998,306.586,308.091,308.861,3.11418,3.25068,2.91016,2.82511,2.77541,2.72459,2.63345,2.59186,2.5843,2.57949,2.5707,2.4857,2.49799,2.5409,2.64772
DP 611,1.2,-50,30,25.122500000000002,4.8774999999999977,183.862,183.862,1125.0133528563433,20.245,44.539000000000009,3,77.143810918310237,14,68.571905459155118,47.39200000000001,44.539000000000009,2,77.143810918310237,13,15,2.0923715207527103E-05,11.25,0.032,50.75,0.03,0.020245000000000003,0.015,1.2,193560.2716740788,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,51.9123,47.3026,43.04,39.0476,35.2458,31.5511,28.2502,24.7481,21.4018,14.5222,17.9951,11.0854,8.03554,4.4335,0.85701,305.873,308.253,310.065,311.509,314.068,315.185,317.077,320.651,318.546,321.991,323.117,324.95,326.694,327.941,288.95,290.19,291.543,292.925,294.335,295.746,297.248,298.804,300.285,301.835,303.302,304.867,306.46,307.919,308.719,3.06312,3.20659,2.92536,2.84941,2.73519,2.71166,2.60623,2.58716,2.53807,2.53785,2.59261,2.49344,2.56762,2.57227,2.62291
DP 612,1.2,-50,30,25.2245,4.775500000000001,185.41240000000002,185.4124,1135.89617449046,20.449,44.987800000000007,3,77.921155320747147,14,68.960577660373588,47.7184,44.987800000000007,2,77.921155320747147,13,15,2.1347517972867879E-05,11.25,0.032,50.75,0.03,0.020449000000000002,0.015,1.2,189717.6058194419,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,51.1106,46.4378,42.5226,38.6154,34.7756,30.9706,27.6033,24.307,20.9465,14.0348,17.4756,10.8614,7.62514,4.50821,0.83214,305.786,307.944,310.025,311.695,313.537,314.861,317.033,320.015,318.806,321.229,323.544,324.882,326.345,328.426,288.936,290.15,291.535,292.936,294.316,295.747,297.232,298.753,300.265,301.691,303.188,304.752,306.276,307.88,308.671,3.07919,3.19111,2.87192,2.75405,2.71589,2.69817,2.64239,2.56945,2.56011,2.59089,2.5322,2.49914,2.5338,2.46959,2.61197
DP 613,1.2,-50,30,25.3265,4.6735000000000007,186.9628,186.9628,1146.7789961245767,20.653,45.4366,3,78.698499723184042,14,69.349249861592028,48.044799999999995,45.4366,2,78.698499723184042,13,15,2.1775569805104488E-05,11.25,0.032,50.75,0.03,0.020652999999999998,0.015,1.2,185988.24445230476,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,50.8499,46.1314,42.1276,38.2152,34.3072,30.8785,27.3592,23.8148,20.7211,14.0119,17.334,10.7669,7.52869,4.1958,0.70414,305.826,307.472,309.766,311.741,313.256,315.259,317.198,320.08,318.387,321.829,323.438,324.56,326.532,327.932,288.966,290.196,291.512,292.885,294.284,295.737,297.198,298.635,300.203,301.692,303.203,304.713,306.231,307.701,308.523,3.07192,3.14276,2.88466,2.78806,2.74148,2.61669,2.60122,2.61234,2.54023,2.53125,2.52861,2.49912,2.53381,2.5227,2.60478
DP 614,1.2,-50,30,25.4285,4.5715,188.51319999999998,188.51319999999998,1157.6618177586936,20.857,45.885400000000004,3,79.475844125620966,14,69.7379220628105,48.3712,45.885400000000004,2,79.475844125620966,13,15,2.2207870704236941E-05,11.25,0.032,50.75,0.03,0.020857,0.015,1.2,182367.776449064,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,50.0134,45.4149,41.5452,37.487,33.7192,30.3094,26.8635,23.5817,20.1934,13.6568,16.9059,10.6385,7.42865,4.32421,0.591537,305.69,308.075,309.86,311.903,313.564,315.314,316.674,320.167,318.236,321.653,323.183,324.862,326.257,327.834,288.947,290.193,291.512,292.762,294.222,295.665,297.117,298.62,300.113,301.592,303.088,304.66,306.133,307.701,308.431,3.03332,3.14738,2.8535,2.77563,2.73822,2.63049,2.61709,2.55477,2.55508,2.53834,2.52675,2.48747,2.47948,2.45385,2.61105
DP 615,1.2,-50,30,25.5305,4.4695,190.0636,190.0636,1168.5446393928103,21.061,46.3342,3,80.253188528057876,14,70.126594264028938,48.6976,46.3342,2,80.253188528057876,13,15,2.2644420670265219E-05,11.25,0.032,50.75,0.03,0.021061,0.015,1.2,178852.0032803544,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,49.7473,45.2423,41.1986,37.4931,33.8294,30.349,26.7404,23.4549,20.1679,13.7493,16.8863,10.5701,7.45955,4.13482,0.69483,305.873,307.984,309.637,311.709,313.609,314.727,316.53,319.943,318.297,321.158,323.343,324.422,325.934,327.337,288.929,290.183,291.491,292.854,294.267,295.732,297.116,298.584,300.079,301.522,303.039,304.563,306.081,307.523,308.274,3.01884,3.11741,2.85834,2.73178,2.69357,2.64185,2.6012,2.56999,2.5354,2.52605,2.4827,2.46725,2.52166,2.51649,2.5992
DP 616,1.2,-50,30,25.6325,4.3675,191.614,191.61399999999998,1179.4274610269272,21.265,46.783000000000008,3,81.0305329304948,14,70.515266465247407,49.024,46.783000000000008,2,81.0305329304948,13,15,2.3085219703189334E-05,11.25,0.032,50.75,0.03,0.021265000000000003,0.015,1.2,175436.92683333973,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,49.4597,45.0468,41.1468,37.3578,33.729,30.2278,26.9183,23.6254,20.2764,13.9137,17.1154,10.775,7.46855,4.36989,0.820959,305.659,307.77,309.828,311.744,313.192,314.558,316.642,319.577,318.489,320.905,323.368,324.88,325.571,327.213,288.933,290.172,291.441,292.778,294.197,295.586,297.052,298.505,299.96,301.487,302.936,304.478,305.904,307.397,308.054,2.96716,3.08422,2.85013,2.74787,2.6821,2.64818,2.55753,2.52871,2.55906,2.50838,2.47525,2.53014,2.48272,2.46423,2.59289
DP 617,1.2,-50,30,25.7345,4.2654999999999994,193.1644,193.1644,1190.3102826610439,21.469,47.231800000000007,3,81.80787733293171,14,70.903938666465848,49.350400000000008,47.231800000000007,2,81.80787733293171,13,15,2.3530267803009291E-05,11.25,0.032,50.75,0.03,0.021469000000000002,0.015,1.2,172118.73804011889,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,48.9835,44.612,40.9166,36.9287,33.5192,30.0301,26.6399,23.3311,20.1327,13.8227,16.9009,10.6664,7.58039,4.39769,0.803126,305.976,307.9,309.729,311.366,313.158,314.788,316.087,319.197,317.497,321.276,323.05,324.233,325.656,327.062,288.94,290.154,291.46,292.788,294.217,295.598,297.043,298.475,299.917,301.373,302.789,304.308,305.82,307.249,307.945,2.96998,3.06146,2.81363,2.75692,2.64091,2.63059,2.58625,2.55867,2.5463,2.50504,2.47249,2.44762,2.45351,2.46669,2.58427
