# 
# 06/15/2021 17:48:16
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P212 - D09 [kg m^-3],P213 - D10 [kg m^-3],P214 - D11 [kg m^-3],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P256 - TF09 [K],P257 - TF10 [K],P258 - TF11 [K],P281 - V01 [m s^-1],P282 - V02 [m s^-1],P283 - V03 [m s^-1],P284 - V04 [m s^-1],P285 - V05 [m s^-1],P286 - V06 [m s^-1],P287 - V07 [m s^-1],P288 - V08 [m s^-1],P289 - V09 [m s^-1],P290 - V10 [m s^-1],P291 - V11 [m s^-1],P296 - P01 [Pa],P297 - P02 [Pa],P298 - P03 [Pa],P299 - P04 [Pa],P300 - P05 [Pa],P301 - P06 [Pa],P302 - P07 [Pa],P303 - P08 [Pa],P304 - P09 [Pa],P305 - P10 [Pa],P306 - P11 [Pa],P311 - TC01 [K],P312 - TC02 [K],P313 - TC03 [K],P314 - TC04 [K],P315 - TC05 [K],P316 - TC06 [K],P317 - TC07 [K],P318 - TC08 [K],P319 - TC09 [K],P320 - TC10 [K]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P281,P282,P283,P284,P285,P286,P287,P288,P289,P290,P291,P296,P297,P298,P299,P300,P301,P302,P303,P304,P305,P306,P311,P312,P313,P314,P315,P316,P317,P318,P319,P320
DP 537,0.6,-50,30,27.7755,2.224499999999999,178.1958,178.1958,753.09008294707814,25.551,40.8816,3,70.809008294707809,10,65.404504147353919,48.216300000000004,40.8816,2,70.809008294707809,9,15,3.3328751247532678E-05,3.75,0.032,50.75,0.03,0.025550999999999997,0.015,0.6,13501.855999879786,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.06,287.221,287.404,287.593,287.815,288.031,288.257,288.476,288.71,288.956,289.128,4.56019,3.9133,3.63176,3.43134,3.13885,3.13898,3.02549,2.98412,2.93426,2.95704,2.98656,62.9902,54.4904,46.8396,39.5052,33.6239,27.5082,21.9286,16.5787,11.2971,5.75942,0.0738995,288.506,288.811,289.084,289.383,289.657,289.873,290.161,290.408,290.614,290.888
DP 538,0.6,-50,30,27.877499999999998,2.1225000000000023,179.379,179.37899999999996,758.7434967829829,25.755,41.208,3,71.374349678298287,10,65.687174839149151,48.4815,41.208,2,71.374349678298287,9,15,3.3863071409683719E-05,3.75,0.032,50.75,0.03,0.025755,0.015,0.6,13288.812303993041,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.06,287.216,287.405,287.596,287.818,288.023,288.256,288.496,288.713,288.941,289.102,4.4911199999999996,3.95488,3.65079,3.37232,3.14137,3.11289,3.0023,2.88332,2.92015,2.89271,3.08686,63.6463,53.9478,46.7828,40.0018,33.7974,27.7408,22.1085,16.5321,11.2654,6.01604,-0.0464558,288.496,288.791,289.088,289.369,289.631,289.85,290.165,290.385,290.639,290.901
DP 539,0.6,-50,30,27.9795,2.0204999999999984,180.56220000000002,180.56220000000002,764.39691061888777,25.959,41.534400000000005,3,71.93969106188878,10,65.9698455309444,48.746700000000004,41.534400000000005,2,71.93969106188878,9,15,3.440164063873058E-05,3.75,0.032,50.75,0.03,0.025959,0.015,0.6,13080.771487781141,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.063,287.215,287.393,287.589,287.811,288.025,288.249,288.48,288.716,288.932,289.093,4.40033,3.99364,3.5644,3.40883,3.09972,3.10457,3.04906,2.92073,2.88238,2.86745,3.11936,63.4353,53.3662,46.6158,39.2243,33.478,27.408,21.5261,16.3986,10.8034,6.06946,-0.237315,288.468,288.741,289.035,289.319,289.638,289.835,290.133,290.341,290.649,290.856
DP 540,0.6,-50,30,28.0815,1.9185000000000016,181.7454,181.7454,770.05032445479264,26.163,41.860800000000005,3,72.505032445479259,10,66.252516222739644,49.0119,41.860800000000005,2,72.505032445479259,9,15,3.494445893467328E-05,3.75,0.032,50.75,0.03,0.026163000000000002,0.015,0.6,12877.578125941225,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.059,287.236,287.41,287.616,287.807,288.034,288.239,288.486,288.711,288.928,289.089,4.49818,3.88917,3.43653,3.29643,3.2296,3.04816,2.95178,2.90296,2.89662,2.91591,3.06867,61.8764,52.9571,46.4294,39.2848,32.8201,26.9833,21.5045,16.0439,10.8425,5.56469,-0.146784,288.54,288.792,289.07,289.308,289.57,289.856,290.115,290.363,290.65,290.843
DP 541,0.6,-50,30,28.183500000000002,1.8164999999999978,182.92860000000002,182.92860000000002,775.7037382906974,26.367,42.187200000000004,3,73.070373829069737,10,66.535186914534876,49.277100000000004,42.187200000000004,2,73.070373829069737,9,15,3.5491526297511813E-05,3.75,0.032,50.75,0.03,0.026367,0.015,0.6,12679.082782403413,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.06,287.22,287.396,287.603,287.799,288.022,288.245,288.466,288.7,288.918,289.087,4.38217,3.8429,3.55393,3.27054,3.08558,3.06317,2.96989,2.94903,2.90074,2.86637,3.08135,62.8496,53.1792,46.1139,39.2499,33.4212,27.452,21.491,16.4107,10.8273,6.00001,-0.0682115,288.518,288.776,289.049,289.348,289.624,289.848,290.132,290.349,290.607,290.853
DP 542,0.6,-50,30,28.2855,1.714500000000001,184.1118,184.1118,781.35715212660227,26.571,42.513600000000004,3,73.63571521266023,10,66.817857606330108,49.5423,42.513600000000004,2,73.63571521266023,9,15,3.6042842727246186E-05,3.75,0.032,50.75,0.03,0.026571,0.015,0.6,12485.141735499888,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.06,287.212,287.397,287.605,287.798,288.013,288.249,288.477,288.704,288.925,289.08,4.44515,3.86763,3.57567,3.29922,3.1478,3.02869,2.91347,2.9157,2.77237,2.8274,3.08222,61.6601,53.2021,45.5364,38.9079,32.8006,26.7735,21.5097,15.8793,11.3591,5.92438,-0.141161,288.509,288.814,289.097,289.328,289.603,289.847,290.115,290.383,290.59,290.816
DP 543,0.6,-50,30,28.387999999999998,1.6120000000000019,185.30079999999998,185.30079999999998,787.03827877542813,26.776,42.8416,3,74.2038278775428,10,67.101913938771418,49.8088,42.8416,2,74.2038278775428,9,15,3.6601142049584508E-05,3.75,0.032,50.75,0.03,0.026776,0.015,0.6,12294.698329095127,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.057,287.222,287.387,287.59,287.796,287.997,288.225,288.46,288.698,288.91,289.063,4.43124,3.78353,3.62963,3.23939,3.10484,3.02222,2.97463,2.86722,2.84673,2.83843,3.05488,60.7555,52.766,44.8168,38.7679,32.3712,26.4084,20.7971,15.9553,10.7895,5.61977,-0.178944,288.476,288.79,289.055,289.296,289.496,289.823,290.08,290.333,290.556,290.789
DP 544,0.6,-50,30,28.490000000000002,1.509999999999998,186.484,186.484,792.691692611333,26.98,43.168000000000006,3,74.7691692611333,10,67.38458463056665,50.074000000000005,43.168000000000006,2,74.7691692611333,9,15,3.716097744186983E-05,3.75,0.032,50.75,0.03,0.02698,0.015,0.6,12109.476956141049,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.057,287.223,287.39,287.592,287.796,288.006,288.216,288.431,288.652,288.882,289.045,4.33294,3.8157,3.53152,3.25881,3.0844,3.02223,2.93175,2.95271,2.95925,2.75643,2.93884,61.3876,53.0874,45.8247,39.2405,33.0289,27.007,21.6902,16.1662,10.605,5.9275,-0.141331,288.516,288.821,289.043,289.297,289.443,289.77,290.09,290.263,290.526,290.743
DP 545,0.6,-50,30,28.592,1.4080000000000013,187.66719999999998,187.66719999999998,798.34510644723775,27.184,43.494400000000006,3,75.334510644723778,10,67.6672553223619,50.339200000000005,43.494400000000006,2,75.334510644723778,9,15,3.7725061901050992E-05,3.75,0.032,50.75,0.03,0.027184000000000003,0.015,0.6,11928.409850732765,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.053,287.224,287.408,287.612,287.804,288.017,288.219,288.44,288.664,288.885,289.042,4.32915,3.54072,3.36653,3.24817,2.99688,3.0495,2.98735,2.89344,2.78242,2.85708,3.0784,60.6452,52.8107,45.3944,38.6954,32.9049,26.9276,21.305,15.9707,11.2604,6.12117,-0.202594,288.463,288.838,289.077,289.311,289.596,289.785,290.083,290.306,290.582,290.758
DP 546,0.6,-50,30,28.694000000000003,1.3059999999999974,188.85040000000004,188.85040000000004,803.99852028314262,27.388,43.820800000000006,3,75.899852028314257,10,67.949926014157143,50.604400000000005,43.820800000000006,2,75.899852028314257,9,15,3.8293395427127993E-05,3.75,0.032,50.75,0.03,0.027388000000000003,0.015,0.6,11751.373702453369,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.052,287.222,287.399,287.587,287.795,287.986,288.213,288.432,288.653,288.849,289.017,4.27319,3.8059,3.43291,3.36709,3.12946,2.9468,2.9946,2.93799,2.8975,2.95112,3.01868,60.8263,52.3473,45.4966,38.3003,32.5146,27.186,21.3232,15.9639,10.6787,5.36339,-0.0971655,288.492,288.778,288.986,289.301,289.534,289.774,289.99,290.226,290.513,290.687
DP 547,0.6,-50,30,28.796,1.2040000000000006,190.03359999999998,190.03359999999998,809.65193411904738,27.592,44.1472,3,76.465193411904735,10,68.232596705952375,50.8696,44.1472,2,76.465193411904735,9,15,3.8865978020100814E-05,3.75,0.032,50.75,0.03,0.027592,0.015,0.6,11578.249742416561,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.058,287.214,287.395,287.595,287.792,287.987,288.187,288.416,288.626,288.844,288.989,4.28304,3.61687,3.30046,3.19305,3.11944,3.0972,3.07455,2.95033,2.89474,2.73905,3.11157,60.882,52.7215,45.7957,39.1385,33.2211,26.9603,21.1876,16.0804,10.9131,6.13029,-0.148825,288.467,288.737,289.003,289.307,289.492,289.764,289.978,290.217,290.447,290.648
DP 548,0.6,-50,30,28.898,1.1020000000000003,191.2168,191.21679999999998,815.30534795495225,27.796,44.473600000000005,3,77.030534795495228,10,68.5152673977476,51.1348,44.473600000000005,2,77.030534795495228,9,15,3.9442809679969474E-05,3.75,0.032,50.75,0.03,0.027796,0.015,0.6,11408.923544017371,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.058,287.216,287.386,287.591,287.801,288.016,288.209,288.429,288.643,288.877,289.006,4.28727,3.73818,3.30355,3.19804,3.10788,2.88277,2.99295,2.92138,2.86977,2.82427,3.08995,60.3496,52.0062,45.5303,38.8089,32.5624,27.0863,21.4297,15.8457,10.9908,5.69466,-0.237756,288.488,288.779,289.074,289.317,289.522,289.789,290.012,290.276,290.479,290.705
DP 549,0.6,-50,30,29,1,192.4,192.39999999999998,820.95876179085712,28,44.800000000000004,3,77.5958761790857,10,68.797938089542868,51.400000000000006,44.800000000000004,2,77.5958761790857,9,15,4.0023890406733973E-05,3.75,0.032,50.75,0.03,0.028,0.015,0.6,11243.284833807362,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.056,287.225,287.38,287.573,287.786,288.008,288.216,288.427,288.648,288.853,289.002,4.24864,3.70075,3.33194,3.14548,3.05952,2.84103,2.93895,2.81631,2.81552,2.69659,3.07479,59.5492,51.105,44.8613,38.2585,32.3135,27.062,21.4709,16.2184,10.9051,6.20335,-0.200728,288.517,288.818,289.037,289.305,289.58,289.783,289.96,290.246,290.453,290.622
DP 550,0.6,-50,30,24,6,134.4,134.4,543.83063257983667,18,28.8,3,49.883063257983665,10,54.941531628991839,38.4,28.8,2,49.883063257983665,9,15,1.6540485321150259E-05,11.25,0.032,50.75,0.03,0.018000000000000002,0.015,0.6,244853.75860291591,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.441,290.332,292.346,294.592,296.949,299.711,302.36,305.24,308.202,310.938,313.438,5.70823,4.75576,4.09882,3.79065,3.56925,3.2857,3.12835,2.93334,2.86762,3.0324,3.20759,73.9783,60.928,51.1503,43.2449,35.377,28.6332,22.0898,16.7759,11.3305,5.6457,-0.985631,302.91,306.388,310.293,312.758,316.227,319.417,322.609,326.343,329.331,331.851
DP 551,0.6,-50,30,24.102,5.898,135.5832,135.5832,549.48404641574143,18.204,29.126400000000004,3,50.44840464157415,10,55.224202320787079,38.6652,29.126400000000004,2,50.44840464157415,9,15,1.6917527521877588E-05,11.25,0.032,50.75,0.03,0.018204,0.015,0.6,239396.68457832138,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.428,290.288,292.304,294.562,296.919,299.58,302.151,305.153,308.036,311.096,313.494,5.70934,4.57911,4.06724,3.79912,3.46741,3.25919,3.13017,2.91126,2.94386,2.9056,3.08517,73.1466,61.3975,51.3191,42.726,34.7594,28.0013,21.8159,16.1281,10.9081,5.54406,-0.916822,302.906,306.74,309.998,312.793,315.94,319.334,322.673,326.072,328.942,332.076
DP 552,0.6,-50,30,24.204,5.7959999999999994,136.7664,136.7664,555.1374602516463,18.408,29.452800000000003,3,51.013746025164629,10,55.506873012582318,38.930400000000006,29.452800000000003,2,51.013746025164629,9,15,1.7298818789500739E-05,11.25,0.032,50.75,0.03,0.018408,0.015,0.6,234120.03150516193,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.416,290.203,292.168,294.567,296.941,299.543,302.088,305,307.74,310.598,313.021,5.6751,4.57119,4.11295,3.75975,3.50782,3.23548,3.14253,2.97045,3.03941,2.88886,3.18028,72.9057,61.839,51.6447,42.7026,35.0827,28.6477,22.1274,16.3753,10.6054,5.20332,-1.45654,302.799,306.517,309.784,312.65,315.553,319.036,322.598,325.266,328.294,331.662
DP 553,0.6,-50,30,24.305999999999997,5.6940000000000026,137.94959999999998,137.94959999999998,560.79087408755106,18.612,29.7792,3,51.579087408755107,10,55.789543704377557,39.1956,29.7792,2,51.579087408755107,9,15,1.7684359124019722E-05,11.25,0.032,50.75,0.03,0.018612,0.015,0.6,229015.9327571617,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.422,290.289,292.194,294.529,296.895,299.438,302.008,304.797,307.733,310.784,312.953,5.69611,4.46014,4.00425,3.70206,3.51382,3.25916,3.10556,2.99082,2.87402,2.8158,3.12466,71.1506,60.4438,50.7583,41.9832,34.3482,27.9099,21.7234,15.962,10.5481,5.39374,-1.23097,302.829,306.578,309.398,312.395,315.61,318.704,322.107,325.91,329.191,331.656
DP 554,0.6,-50,30,24.408,5.5919999999999987,139.13279999999997,139.13279999999997,566.44428792345582,18.816,30.1056,3,52.144428792345586,10,56.0722143961728,39.4608,30.1056,2,52.144428792345586,9,15,1.8074148525434549E-05,11.25,0.032,50.75,0.03,0.018816,0.015,0.6,224076.9458268368,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.481,290.183,292.135,294.295,296.708,299.147,301.958,304.733,307.414,310.507,312.685,5.69341,4.59519,3.98453,3.7772,3.40628,3.33748,3.09529,3.01906,2.94273,2.85405,3.16411,71.3541,60.5715,50.4297,41.7827,35.0138,27.8925,21.9383,16.1186,10.5419,5.53103,-1.12523,302.307,305.613,309.198,312.721,315.889,319.138,321.755,325.066,328.867,331.254
DP 555,0.6,-50,30,24.509999999999998,5.490000000000002,140.316,140.316,572.09770175936069,19.02,30.432000000000002,3,52.709770175936072,10,56.354885087968043,39.726,30.432000000000002,2,52.709770175936072,9,15,1.8468186993745202E-05,11.25,0.032,50.75,0.03,0.01902,0.015,0.6,219296.02517949662,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.479,290.213,292.037,294.406,296.699,299.108,301.791,304.516,307.205,310.217,312.177,5.49579,4.47998,4.0769,3.62981,3.52093,3.31764,3.05318,3.03764,2.96801,2.78818,3.06329,73.0645,61.6381,50.7548,42.4542,35.0763,28.261,22.3547,16.5259,11.1082,5.88737,-0.0903484,302.72,305.975,309.259,312.402,315.093,318.604,321.676,324.581,327.9,331.027
DP 556,0.6,-50,30,24.612000000000002,5.3879999999999981,141.4992,141.4992,577.75111559526556,19.224,30.7584,3,53.275111559526557,10,56.637555779763282,39.991200000000006,30.7584,2,53.275111559526557,9,15,1.8866474528951695E-05,11.25,0.032,50.75,0.03,0.019224,0.015,0.6,214666.49711291003,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.447,290.172,292.235,294.423,296.674,299.023,301.717,304.521,307.121,310.004,312.066,5.45816,4.63726,3.94498,3.6648,3.42261,3.31318,3.09355,2.92877,2.92426,2.84785,3.07752,72.5608,60.1057,50.9908,42.4781,35.2593,28.351,21.9481,16.5035,11.0104,5.87322,-0.243161,302.586,305.923,309.066,311.966,315.441,318.104,321.25,324.349,328.1,331.192
DP 557,0.6,-50,30,24.7145,5.285499999999999,142.6882,142.6882,583.43224224409141,19.429,31.086399999999998,3,53.843224224409141,10,56.921612112204571,40.2577,31.086399999999998,2,53.843224224409141,9,15,1.9270994815122298E-05,11.25,0.032,50.75,0.03,0.019429,0.015,0.6,210160.40110300333,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.388,290.244,291.99,294.178,296.603,298.812,301.468,304.167,306.928,309.585,311.922,5.43956,4.41714,3.96837,3.71346,3.45169,3.29484,3.15238,3.00773,2.90487,2.88171,3.15438,71.7561,61.1564,51.3165,42.169,35.0025,28.3521,21.9747,16.257,10.9801,5.33561,-1.04921,302.533,305.875,309.057,312.292,314.953,317.964,320.693,323.836,326.934,330.448
DP 558,0.6,-50,30,24.816499999999998,5.1835000000000022,143.8714,143.8714,589.08565607999628,19.633,31.4128,3,54.408565607999627,10,57.204282803999817,40.5229,31.4128,2,54.408565607999627,9,15,1.9677801312879747E-05,11.25,0.032,50.75,0.03,0.019633,0.015,0.6,205815.67704665998,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.413,290.187,291.953,294.223,296.448,298.943,301.593,304.082,306.809,309.53,311.826,5.48177,4.32651,4.00644,3.58709,3.55158,3.22331,3.14569,3.01418,2.91655,2.89753,3.15966,70.5203,59.6663,49.9344,42.084,34.2677,27.8197,21.6645,16.0597,10.6632,5.23305,-1.21604,302.729,305.942,309.03,312.107,314.949,317.815,321.121,324.103,327.731,330.482
DP 559,0.6,-50,30,24.9185,5.0814999999999984,145.0546,145.0546,594.739069915901,19.837,31.7392,3,54.973906991590106,10,57.486953495795056,40.7881,31.7392,2,54.973906991590106,9,15,2.0088856877533035E-05,11.25,0.032,50.75,0.03,0.019837,0.015,0.6,201604.30355444649,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.359,290.116,292.166,294.104,296.519,298.756,301.262,303.969,306.445,309.174,311.09,5.42833,4.46862,3.95785,3.65156,3.34804,3.18531,3.0909,2.94731,3.03071,2.93319,3.07564,70.5801,60.1544,50.4553,42.221,35.2766,28.6812,22.3646,16.5772,10.8223,5.68349,-0.492916,302.343,306.018,308.502,311.866,314.671,317.96,321.021,323.816,326.511,329.503
DP 560,0.6,-50,30,25.0205,4.9795000000000016,146.2378,146.2378,600.39248375180591,20.041,32.0656,3,55.539248375180591,10,57.769624187590296,41.0533,32.0656,2,55.539248375180591,9,15,2.0504161509082149E-05,11.25,0.032,50.75,0.03,0.020041,0.015,0.6,197520.87878385498,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.359,290.11,291.96,293.967,296.289,298.59,300.949,303.618,306.172,309.018,310.777,5.3611,4.39716,3.80989,3.61831,3.3597,3.22659,3.20595,3.08003,2.95018,2.88749,3.03338,71.1289,60.2621,51.3759,42.8309,35.7239,28.7773,22.1401,16.2638,10.9661,5.71732,-0.185184,302.255,305.378,308.788,311.592,314.397,317.482,320.461,323.384,326.339,329.422
DP 561,0.6,-50,30,25.122500000000002,4.8774999999999977,147.421,147.421,606.04589758771078,20.245,32.392,3,56.104589758771077,10,58.052294879385542,41.3185,32.392,2,56.104589758771077,9,15,2.0923715207527103E-05,11.25,0.032,50.75,0.03,0.020245000000000003,0.015,0.6,193560.2716740788,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.34,289.92,292.123,294.023,296.278,298.489,301.134,303.62,306.254,309.12,310.809,5.3643,4.61373,3.80915,3.59705,3.45729,3.24762,3.03431,3.03102,2.92926,2.89831,3.00539,69.9046,58.3348,50.4795,41.9401,34.5038,27.9718,22.0237,16.1239,11.1453,5.7824,-0.0607442,302.022,305.958,308.453,311.539,314.272,317.708,320.179,323.697,326.314,329.449
DP 562,0.6,-50,30,25.2245,4.775500000000001,148.60420000000002,148.6042,611.69931142361554,20.449,32.7184,3,56.669931142361555,10,58.334965571180781,41.5837,32.7184,2,56.669931142361555,9,15,2.1347517972867879E-05,11.25,0.032,50.75,0.03,0.020449000000000002,0.015,0.6,189717.6058194419,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.4,289.985,291.882,294.073,296.29,298.499,301.066,303.671,306.135,308.734,310.629,5.35049,4.44081,3.81139,3.49066,3.4455,3.26281,3.03195,2.90562,2.90014,2.93103,2.98152,69.6991,59.0954,50.391,42.2963,34.6908,28.048,22.4205,16.8279,11.2689,5.93896,-0.0720746,302.361,305.664,308.922,311.68,313.93,317.669,320.072,323.136,326.287,328.758
DP 563,0.6,-50,30,25.3265,4.6735000000000007,149.7874,149.7874,617.3527252595203,20.653,33.0448,3,57.235272525952034,10,58.617636262976021,41.8489,33.0448,2,57.235272525952034,9,15,2.1775569805104488E-05,11.25,0.032,50.75,0.03,0.020652999999999998,0.015,0.6,185988.24445230476,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.412,290.097,292.051,294.163,296.293,298.602,301.034,303.617,306.118,308.625,310.425,5.16942,4.47527,3.87392,3.55663,3.42546,3.25749,3.14639,2.90033,2.83956,2.91977,3.06893,70.5319,58.4657,49.4737,41.8336,34.5328,27.935,21.9678,16.5778,11.0071,5.39978,-0.305573,302.169,305.815,308.633,311.431,314.196,317.216,319.921,322.599,325.819,328.775
DP 564,0.6,-50,30,25.4285,4.5715,150.9706,150.9706,623.00613909542517,20.857,33.3712,3,57.80061390954252,10,58.900306954771267,42.1141,33.3712,2,57.80061390954252,9,15,2.2207870704236941E-05,11.25,0.032,50.75,0.03,0.020857,0.015,0.6,182367.776449064,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.421,289.928,291.942,293.777,296.15,298.406,300.774,303.476,305.846,308.434,310.174,5.18284,4.53505,3.84239,3.49349,3.4133,3.21406,3.11153,2.92695,2.82413,2.86278,3.01777,69.5402,57.348,49.9744,42.215,34.3752,28.2379,22.226,16.7236,11.5074,5.95608,-0.0995552,302.034,305.721,308.347,311.361,314.221,316.954,319.818,322.705,325.583,328.405
DP 565,0.6,-50,30,25.5305,4.4695,152.1538,152.1538,628.65955293132993,21.061,33.6976,3,58.365955293133,10,59.1829776465665,42.3793,33.6976,2,58.365955293133,9,15,2.2644420670265219E-05,11.25,0.032,50.75,0.03,0.021061,0.015,0.6,178852.0032803544,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.408,289.948,291.747,293.768,295.944,298.181,300.442,303.228,305.566,308.086,309.876,5.23771,4.33123,3.83827,3.60858,3.46213,3.20061,3.05724,2.88933,2.89485,2.88932,3.11503,68.6282,58.3347,49.9778,41.9938,34.3305,27.9527,22.1605,16.5074,10.9533,5.81459,-0.0918829,302.392,305.503,308.188,310.99,313.952,316.617,319.533,321.958,325.511,327.835
DP 566,0.6,-50,30,25.6325,4.3675,153.337,153.337,634.3129667672348,21.265,34.024,3,58.931296676723477,10,59.465648338361746,42.6445,34.024,2,58.931296676723477,9,15,2.3085219703189334E-05,11.25,0.032,50.75,0.03,0.021265000000000003,0.015,0.6,175436.92683333973,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.395,289.934,291.814,293.751,295.937,298.12,300.421,302.979,305.279,308.085,309.559,5.11809,4.4355,3.86981,3.71112,3.3527,3.20788,3.18738,2.91937,2.97599,2.79006,3.15493,70.2921,58.6103,50.0991,41.6394,35.1775,28.9501,22.1824,16.9201,11.7287,6.94261,-0.00410955,302.374,305.641,308.285,311.216,313.754,316.309,319.196,322.955,324.929,327.069
DP 567,0.6,-50,30,25.7345,4.2654999999999994,154.52020000000002,154.5202,639.96638060313967,21.469,34.3504,3,59.496638060313963,10,59.748319030156985,42.9097,34.3504,2,59.496638060313963,9,15,2.3530267803009291E-05,11.25,0.032,50.75,0.03,0.021469000000000002,0.015,0.6,172118.73804011889,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.356,290.012,291.744,293.918,295.979,298.294,300.424,302.995,305.455,307.863,309.454,5.09149,4.22347,3.97932,3.46802,3.40078,3.06223,3.07747,2.94836,2.94115,3.01113,3.17319,70.7415,59.4218,50.0008,43.1206,35.7029,29.6677,23.578,17.4835,11.7894,5.9438,0.00594484,302.058,305.463,308.353,310.773,313.609,316.033,318.962,321.543,324.177,326.636
